Bigram-2 Words
assistance struggling
struggling people
people ukraine
ukraine russian
russian fm
fm sergey
sergey lavrov
lavrov denazification
denazification remains
remains absolute
absolute demand
demand denazification
denazification implies
implies abolition
abolition law
law discriminate
discriminate russian-speaking
russian-speaking population
population country
country asb
asb military
military news
news destroying
destroying bridge
bridge railway
railway scuttling
scuttling ship
ship recruiting
recruiting teenager
teenager fight
fight begging
begging help
help burning
burning document
document like
like berlinwe
berlinwe require
require bellingcat
bellingcat gibberish
gibberish see
see obvious
obvious stinger
stinger man-portable
man-portable air-defense
air-defense system
system proving
proving worth
worth anyone
anyone spare
spare mig
mig jet
jet please
please send
send ukraine's
ukraine's got
got pilot
pilot waiting
waiting neutral
neutral status
status option
option neutral
neutral annexed
annexed started
started war
war strengthening
strengthening border
border strengthening
strengthening army
army according
according standard
standard top
top priority
priority today
today year
year let
let know
know light
light white
white house
house blue
blue yellow
yellow please
please ask
ask would
would appreciate
appreciate leland
leland carter
carter likened
likened whats
whats happening
happening thats
thats grossly
grossly insulting
insulting ukrainians
ukrainians whove
whove unlawfully
unlawfully invaded
invaded literally
literally fighting
fighting life
life freedom
freedom join
join year
year soviet
soviet war
war afghanistan
afghanistan ussr
ussr lost
lost fighter
fighter jet
jet day
day war
war russia
russia loses
loses fighter
fighter jet
jet ukrainian
ukrainian air
air force
force got
got skill
skill day
day war
war hiding
hiding home
home kyiv
kyiv march
march hmmm
hmmm pick
pick dog
dog poo
poo people
people subscribers
subscribers report
report donate
donate suvs
suvs need
need territorial
territorial defense
defense empty
empty filled
filled humanitarian
humanitarian aid
aid shelling
shelling keep
keep cowardly
cowardly attacking
attacking civilian
civilian infrastructurehelp
infrastructurehelp stop
stop committing
committing fire
fire kinzhal
kinzhal hypersonic
hypersonic missile
missile video
video know
know force
force blow
blow railway
railway bridge
bridge near
near border
border reporting
reporting strong
strong video
video one
one volunteer
volunteer serving
serving meal
meal every
every day
day coming
coming across
across medyka
medyka crossing
crossing call
call bias
bias laugh
laugh loud
loud lol
lol so-called
so-called defense
defense intelligence
intelligence agency
agency update
update embarrassing
embarrassing represent
represent uk
uk long
long long
long way
way life
life kyiv
kyiv resident
resident bomb
bomb shelter
shelter one
one metro
metro station
station ukraine
ukraine war
war russian
russian convoy
convoy moving
moving forward
forward special
special operation
operation units
units armed
armed forces
forces russian
russian federation
federation special
special military
military operation
operation proceed
proceed nomination
nomination control
control settlement
settlement place
place march
march presave
presave trackthis
trackthis track
track inspired
inspired happening
happening ukraine
ukraine chernihiv
chernihiv russian
russian troop
troop fired
fired people
people standing
standing line
line bread
bread bad
bad person
person occupied
occupied invaders
invaders play
play back
back anthem
anthem ussr
ussr locals
locals sing
sing anthem
anthem president
president shared
shared photo
photo destruction
destruction country
country million
million people
people estimated
estimated internally
internally displaced
displaced million
million left
left country
country peace
peace forest
forest sound
sound warsound
warsound pleaseim
pleaseim forest
forest support
support relief
relief effort
effort releasing
releasing k
k unique
unique war
war hero
hero donating
donating proceeds
proceeds roadmap
roadmap coming
coming soon
soon couldnt
couldnt make
make bs
bs well
well vote
vote strip
strip neil
neil armstrong
armstrong based
based multiple
multiple unwarranted
unwarranted invasion
invasion us
us put
put past
past decade
decade europes
europes formidable
formidable army
army burn
burn fine
fine well
well said
said 
 little
little child
child pulled
pulled rubble
rubble c
c participating
participating another
another propaganda
propaganda get
get sh
sh together
together go
go protest
protest change
change sh
sh tty
tty country
country neighbour
neighbour around
around stop
stop dying
dying world
world focus
focus family
family ethiopia
ethiopia face
face remain
remain forgotten
forgotten ic
ic according
according child
child five
five almost
almost two-third
two-third pregnant
pregnant breastfeeding
breastfeeding woman
woman malnourished
malnourished family
family rescued
rescued hour
hour emergency
emergency rescue
rescue support
support team
team contact
contact email
email ukrainerescuecomphone
ukrainerescuecomphone call
call text
text boris
boris johnson
johnson compared
compared invasion
invasion russia
russia argued
argued example
example showed
showed country
country willingness
willingness fight
fight freedom
freedom know
know instinct
instinct country
country like
like ukraine
ukraine choose
choose freedom
freedom every
every time
time yet
yet see
see ukrainians
ukrainians show
show much
much support
support syrians
syrians showed
showed funded
funded war
war broke
broke seems
seems people
people rallying
rallying western
western country
country ukraine
ukraine low
low sugar
sugar day
day conscience
conscience made
made wanted
wanted poster
poster since
since missles
missles landing
landing close
close poland
poland another
another loud
loud blinking
blinking red
red light
light accident
accident never
never happen
happen intentional
intentional signal
signal longer
longer rabid
rabid world
world evil
evil must
must stopped
stopped somehow
somehow way
way please
please copy
copy repost
repost world's
world's attention
attention turned
turned unleashed
unleashed ethiopian
ethiopian eritrean
eritrean force
force unimpeded
unimpeded injustice
injustice anywhere
anywhere threat
threat justice
justice everywhere
everywhere world's
world's compassion
compassion extend
extend innocent
innocent civilian
civilian tigray
tigray russian
russian aggression
aggression decisive
decisive impact
impact european
european security
security north
north development
development moving
moving direction
direction putin
putin certainly
certainly expect
expect membership
membership finland
finland table
table thread
thread nato
nato zelenskys
zelenskys representation
representation great
great leader
leader work
work fiction
fiction greater
greater truth
truth told
told latest
latest war
war tanks
tanks street
street fighting
fighting hit
hit centre
centre eye
eye focused
focused intl
intl community
community must
must also
also remember
remember ppl
ppl killed
killed cannot
cannot go
go unresisted
unresisted undeterred
undeterred unpunished
unpunished unless
unless stop
stop make
make desert
desert call
call victory
victory peace
peace cannot
cannot let
let succeed
succeed sent
sent stinger
stinger anti-aircraft
anti-aircraft missile
missile they're
they're incredible
incredible next
next generation
generation extremely
extremely accurate
accurate simple
simple use
use lethal
lethal year
year soviet
soviet war
war afghanistan
afghanistan ussr
ussr lost
lost fighter
fighter jet
jet day
day war
war russia
russia loses
loses fighter
fighter jet
jet ukrainian
ukrainian air
air force
force got
got skill
skill welcome
welcome scotlandgreat
scotlandgreat see
see first
first minister
minister welcoming
welcoming ukrainians
ukrainians scotland
scotland we're
we're welcoming
welcoming nation
nation safe
safe country
country let's
let's make
make welcome
welcome possible
possible many
many prisoner
prisoner war
war full-fledged
full-fledged camp
camp set
set first
first already
already begun
begun workprosecutor
workprosecutor general
general irina
irina venediktova
venediktova noted
noted camp
camp work
work within
within framework
framework international
international humanitarian
humanitarian law
law fresh
fresh chip
chip served
served medyka
medyka border
border thousand
thousand meal
meal served
served hello
hello mounting
mounting disinformation
