Trigram 3 Words
paying tax russian
tax russian government
russian government giving
government giving putin
giving putin money
putin money kill
money kill civilian
kill civilian child
civilian child nd
child nd screening
nd screening tonight
screening tonight start
tonight start nuremberg
start nuremberg trial
nuremberg trial process
trial process given
process given huge
given huge evidence
huge evidence show
evidence show latter
show latter browne
latter browne major
browne major mean
major mean abt
mean abt accountability
abt accountability kyiv
accountability kyiv resident
kyiv resident incl
resident incl child
incl child killed
child killed russian
killed russian bombing
russian bombing shelling
bombing shelling since
shelling since february
since february mayor
february mayor klychko
mayor klychko said
klychko said showed
said showed iron
showed iron cube
iron cube shell
cube shell stuffed
shell stuffed fly
stuffed fly meter
fly meter away
meter away turning
away turning everything
turning everything alive
everything alive path
alive path dead
path dead south
dead south africas
south africas president
africas president blame
president blame war
blame war staff
war staff member
staff member embassy
member embassy ukraine
embassy ukraine left
ukraine left territory
left territory today
territory today led
today led ambassadorwhat
led ambassadorwhat could
ambassadorwhat could mean
could mean diplomacy
mean diplomacy best
diplomacy best solution
best solution welcome
solution welcome scotlandgreat
welcome scotlandgreat see
scotlandgreat see first
see first minister
first minister welcoming
minister welcoming ukrainians
welcoming ukrainians scotland
ukrainians scotland we're
scotland we're welcoming
we're welcoming nation
welcoming nation safe
nation safe country
safe country let's
country let's make
let's make welcome
make welcome possible
welcome possible ukraine
possible ukraine family
ukraine family rescued
family rescued hour
rescued hour emergency
hour emergency rescue
emergency rescue support
rescue support team
support team contact
team contact email
contact email ukrainerescuecomphone
email ukrainerescuecomphone call
ukrainerescuecomphone call text
call text comparing
text comparing inhumane
comparing inhumane monstrous
inhumane monstrous assault
monstrous assault grotesque
assault grotesque insensitive
grotesque insensitive crass
insensitive crass also
crass also sound
also sound drunk
sound drunk stumble
drunk stumble delivering
stumble delivering repulsive
delivering repulsive claimsbrexit
repulsive claimsbrexit russian
claimsbrexit russian offensive
russian offensive destabilise
offensive destabilise west
destabilise west hmmm
west hmmm pick
hmmm pick dog
pick dog poo
dog poo people
poo people need
people need stop
need stop see
stop see refusing
see refusing nato
refusing nato membership
nato membership country
membership country hope
country hope anger
hope anger work
anger work giving
work giving bully
giving bully pave
bully pave way
pave way genocidal
way genocidal land
genocidal land grab
land grab example
grab example shame
example shame guardian
shame guardian showed
guardian showed gruesome
showed gruesome footage
gruesome footage mariupol
footage mariupol day
mariupol day shelling
day shelling mural
shelling mural show
mural show brave
show brave little
brave little girl
little girl hiding
girl hiding fairy
hiding fairy tale
fairy tale character
tale character different
character different country
different country flag
country flag today
flag today ukraine
today ukraine truly
ukraine truly decides
truly decides future
decides future year
future year soviet
year soviet war
soviet war afghanistan
war afghanistan ussr
afghanistan ussr lost
ussr lost fighter
lost fighter jet
fighter jet day
jet day war
day war russia
war russia loses
russia loses fighter
loses fighter jet
fighter jet ukrainian
jet ukrainian air
ukrainian air force
air force got
force got skill
got skill yet
skill yet another
yet another fantastic
another fantastic piece
fantastic piece ground
piece ground read
ground read follow
read follow got
follow got niece
got niece ukraine
niece ukraine never
ukraine never airplane
never airplane one
airplane one flying
one flying ukrainian
flying ukrainian flag
ukrainian flag front
flag front passport
front passport control
passport control embarking
control embarking new
embarking new life
new life another
life another intercept
another intercept taken
intercept taken city
taken city nah
city nah commander
nah commander refused
commander refused send
refused send slaughter
send slaughter loot
slaughter loot around
loot around allowed
around allowed ukrainian
allowed ukrainian serviceman
ukrainian serviceman checkpoint
serviceman checkpoint remember
checkpoint remember hunter
remember hunter biden's
hunter biden's laptop
biden's laptop went
